"1";"350909.17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13371337";"13371337";"64365";"56";"13371337";"180";"13371337";"6338";"13371337";"16500";"13371337";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.548";"3.172";"12.499";"-2.979";"2.598";"0.851";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0"
"2";"350909.29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3054";"15238";"64365";"13371337";"52";"13371337";"3516";"13371337";"6000";"16500";"13371337";"0";"0";"2.80721";"49.1548";"170.667";"0.094";"0.077";"0.775";"0";"0";"0";"-0.06";"4.372";"11.504";"-3.817";"3.011";"0.955";"48900000";"-49900000";"6500000";"256.966";"-13.644";"3.003";"1";"1";"1";"0";"0";"0"
"3";"350909.41";"0";"0";"0";"0";"0";"277";"0";"0";"10";"3054";"15238";"13371337";"56";"13371337";"180";"13371337";"6338";"13371337";"16500";"13371337";"0";"0";"14.4371";"42.7383";"137.152";"0.06";"0.179";"0.901";"0";"0";"0";"-0.068";"3.588";"9.503";"-3.227";"1.886";"0.38";"44850000";"-45350000";"-100000";"227.137";"-21.693";"-1.957";"1";"1";"1";"0";"0";"0"
"4";"350909.53";"0";"0";"0";"0";"10434";"277";"0";"0";"10";"3054";"15238";"13371337";"13371337";"52";"13371337";"3516";"13371337";"6000";"16500";"13371337";"0";"0";"-2.57805";"17.2443";"14.8954";"0.067";"0.156";"0.902";"0";"0";"0";"-1.745";"2.496";"8.198";"-2.284";"1.342";"-0.016";"41050000";"-40300000";"-6650000";"227.394";"-19.573";"-0.139";"1";"1";"1";"0";"0";"0"
"5";"350909.65";"0";"0";"0";"0";"0";"277";"0";"0";"10";"3054";"15238";"13371337";"56";"52";"180";"13371337";"6338";"6000";"16500";"1";"0";"0";"30.0772";"-2.57805";"-57.3473";"-0.051";"0.169";"0.893";"0";"0";"0";"-3.015";"2.108";"8.404";"-1.222";"0.455";"-0.275";"37350000";"-34750000";"-12750000";"231.387";"-15.013";"-13.861";"1";"1";"1";"0";"0";"0"
"6";"350909.77";"0";"0";"0";"0";"0";"277";"0";"0";"10";"3054";"15238";"64359";"56";"13371337";"180";"3516";"6338";"6000";"16500";"1";"0";"0";"26.4107";"-0.11458";"-29.9627";"-0.116";"0.177";"0.882";"0";"0";"0";"-2.636";"1.693";"9.641";"-0.307";"0.018";"-0.095";"33700000";"-29350000";"-19300000";"233.158";"-12.42";"-21.274";"1";"1";"1";"0";"0";"0"
"7";"350909.89";"0";"0";"0";"0";"0";"278";"0";"0";"10";"3054";"15238";"64359";"13371337";"52";"13371337";"3516";"13371337";"6000";"13371337";"1";"0";"0";"46.233";"-14.5517";"38.0406";"-0.118";"0.169";"0.883";"0";"0";"0";"-2.294";"0.87";"10.802";"-0.058";"0.312";"-0.045";"30350000";"-23650000";"-25400000";"233.118";"-11.446";"-20.982";"1";"1";"1";"0";"0";"0"
"8";"350910.01";"0";"0";"0";"0";"0";"278";"0";"0";"10";"13371337";"13371337";"64359";"56";"52";"180";"13371337";"6338";"6000";"13371337";"1";"0";"0";"66.6856";"-59.8108";"104.497";"-0.119";"0.168";"0.883";"0";"0";"0";"-2.505";"1.851";"10.756";"-0.641";"0.28";"-0.199";"26750000";"-17800000";"-31900000";"233.138";"-11.252";"-21.066";"1";"1";"1";"0";"0";"0"
"9";"350910.12";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"15238";"13371337";"13371337";"52";"180";"3516";"6338";"13371337";"16500";"13371337";"0";"0";"56.889";"2.17702";"101.518";"-0.123";"0.164";"0.883";"0";"0";"0";"-2.656";"1.734";"9.923";"-0.79";"0.184";"0.116";"22950000";"-12050000";"-38200000";"233.186";"-10.651";"-21.27";"1";"1";"1";"0";"0";"0"
"10";"350910.24";"0";"0";"0";"0";"0";"279";"0";"0";"10";"13371337";"15238";"64359";"56";"52";"13371337";"3516";"13371337";"6000";"13371337";"1";"0";"0";"49.6131";"3.60927";"52.7641";"-0.127";"0.158";"0.882";"0";"0";"0";"-2.494";"1.214";"9.49";"-0.316";"0.068";"0.238";"23800000";"-10350000";"-38150000";"233.216";"-9.81";"-21.37";"1";"1";"1";"0";"0";"0"
"11";"350910.36";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"13371337";"64359";"13371337";"52";"13371337";"3516";"6338";"6000";"13371337";"1";"0";"0";"49.6131";"3.60927";"52.7641";"-0.127";"0.158";"0.882";"0";"0";"0";"-2.502";"1.17";"9.744";"0.143";"0.123";"0.177";"24300000";"-9050000";"-38200000";"233.216";"-9.81";"-21.37";"1";"1";"1";"0";"0";"0"
"12";"350910.48";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"15238";"13371337";"13371337";"52";"180";"3516";"13371337";"6000";"13371337";"1";"0";"0";"49.6131";"3.60927";"52.7641";"-0.127";"0.158";"0.882";"0";"0";"0";"-2.61";"1.282";"9.972";"0.276";"0.035";"-0.056";"24300000";"-9050000";"-38200000";"233.216";"-9.81";"-21.37";"1";"1";"1";"0";"0";"0"
"13";"350910.59";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"13371337";"64359";"56";"13371337";"180";"13371337";"6338";"6000";"16500";"13371337";"0";"0";"51.7902";"-19.4213";"54.8838";"-0.119";"0.162";"0.857";"0";"0";"0";"-2.609";"0.608";"10.012";"0.282";"-0.182";"-0.058";"24450000";"-8350000";"-38150000";"239.694";"-9.512";"-21.298";"1";"1";"1";"0";"0";"0"
"14";"350910.71";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"15239";"64357";"13371337";"52";"13371337";"3516";"13371337";"6000";"13371337";"1";"0";"0";"50.1287";"-59.8108";"56.8317";"-0.108";"0.169";"0.829";"0";"0";"0";"-2.964";"0.201";"10.038";"0.035";"-0.221";"0.033";"24750000";"-7950000";"-38150000";"246.197";"-9.695";"-21.121";"1";"1";"1";"0";"0";"0"
"15";"350910.83";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"13371337";"64357";"56";"13371337";"180";"13371337";"6338";"13371337";"16500";"13371337";"0";"0";"26.7544";"-83.2424";"57.1754";"-0.105";"0.168";"0.829";"0";"0";"0";"-2.868";"0.003";"10.332";"-0.654";"0.03";"0.035";"24850000";"-7550000";"-38150000";"246.14";"-9.707";"-20.778";"1";"1";"1";"0";"0";"0"
"16";"350910.95";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"15239";"13371337";"13371337";"52";"13371337";"3516";"13371337";"6000";"16500";"1";"0";"0";"30.822";"-89.1432";"72.5291";"-0.098";"0.168";"0.802";"0";"0";"0";"-2.35";"-0.071";"10.078";"-1.419";"0.32";"0.098";"24750000";"-7400000";"-38550000";"251.902";"-9.15";"-20.588";"1";"1";"1";"0";"0";"0"
"17";"350911.07";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"15239";"13371337";"13371337";"52";"180";"13371337";"6338";"6000";"13371337";"1";"0";"0";"61.7586";"-79.805";"56.2588";"-0.106";"0.159";"0.801";"0";"0";"0";"-2.017";"-0.277";"8.359";"-0.953";"0.707";"0.28";"24950000";"-7650000";"-38450000";"251.926";"-7.749";"-20.654";"1";"1";"1";"0";"0";"0"
"18";"350911.19";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"13371337";"64357";"56";"13371337";"180";"13371337";"6338";"13371337";"16500";"13371337";"0";"0";"85.534";"-78.3154";"-42.1654";"-0.114";"0.153";"0.792";"0";"0";"0";"-2.083";"-0.15";"7.391";"0.105";"0.377";"0.31";"25250000";"-7250000";"-38400000";"253.504";"-6.38";"-21.106";"1";"1";"1";"0";"0";"0"
"19";"350911.30";"0";"0";"0";"0";"0";"279";"0";"0";"10";"3054";"15239";"13371337";"13371337";"52";"13371337";"3516";"6338";"13371337";"16500";"13371337";"0";"0";"86.6798";"-68.2324";"-96.018";"-0.119";"0.154";"0.792";"0";"0";"0";"-2.471";"0.185";"7.868";"0.656";"-0.148";"0.202";"25050000";"-6850000";"-38450000";"253.562";"-6.09";"-21.632";"1";"1";"1";"0";"0";"0"
