"1";"417439.89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2952";"15637";"64413";"78";"88";"13371337";"5944";"13371337";"6000";"13371337";"1";"0";"0";"0.5729";"-0.51561";"0.85935";"0.003";"-0.023";"0.849";"0";"0";"0";"0.303";"-0.364";"9.814";"0.006";"0.002";"0.011";"56250000";"-28900000";"34200000";"243.671";"2.073";"1.71";"1";"1";"1";"0";"0";"0"
"2";"417440.01";"0";"0";"0";"0";"0";"246";"0";"0";"10";"2952";"15637";"13371337";"78";"88";"293";"5944";"7660";"6000";"13371337";"1";"0";"0";"-0.68748";"-0.45832";"1.66141";"0.003";"-0.023";"0.849";"0";"0";"0";"0.281";"-0.363";"9.828";"0.006";"0.001";"0.012";"56250000";"-28950000";"34100000";"243.671";"2.074";"1.71";"1";"1";"1";"0";"0";"0"
"3";"417440.13";"0";"0";"0";"0";"0";"246";"0";"0";"10";"13371337";"13371337";"64413";"78";"88";"293";"5944";"13371337";"6000";"13371337";"1";"0";"0";"0.63019";"0";"-0.40103";"0.003";"-0.023";"0.849";"0";"0";"0";"0.304";"-0.355";"9.792";"0.006";"0.002";"0.011";"56250000";"-28950000";"34100000";"243.671";"2.074";"1.712";"1";"1";"1";"0";"0";"0"
"4";"417440.25";"0";"0";"0";"0";"0";"246";"0";"0";"10";"2952";"13371337";"64413";"13371337";"88";"13371337";"5944";"13371337";"6000";"16500";"13371337";"0";"0";"0.34374";"-0.45832";"0.11458";"0.003";"-0.023";"0.849";"0";"0";"0";"0.299";"-0.363";"9.801";"0.007";"0.003";"0.012";"56350000";"-29000000";"34100000";"243.671";"2.073";"1.71";"1";"1";"1";"0";"0";"0"
"5";"417440.36";"0";"0";"0";"0";"0";"246";"0";"0";"10";"2952";"15637";"13371337";"78";"13371337";"293";"13371337";"7660";"6000";"13371337";"1";"0";"0";"0.51561";"-0.28645";"0.74477";"0.003";"-0.023";"0.849";"0";"0";"0";"0.286";"-0.359";"9.792";"0.006";"0.002";"0.012";"56350000";"-29000000";"34100000";"243.672";"2.073";"1.71";"1";"1";"1";"0";"0";"0"
"6";"417440.48";"0";"0";"0";"0";"0";"246";"0";"0";"10";"2952";"13371337";"64413";"78";"88";"13371337";"5944";"7660";"13371337";"16500";"13371337";"0";"0";"0.51561";"-0.28645";"0.74477";"0.003";"-0.023";"0.849";"0";"0";"0";"0.302";"-0.36";"9.812";"0.007";"0.002";"0.01";"56250000";"-29050000";"33900000";"243.672";"2.073";"1.71";"1";"1";"1";"0";"0";"0"
"7";"417440.59";"0";"0";"0";"0";"0";"246";"0";"0";"10";"13371337";"13371337";"64413";"78";"13371337";"293";"13371337";"7660";"13371337";"16500";"1";"0";"0";"-0.34374";"0.5729";"0";"0.003";"-0.023";"0.849";"0";"0";"0";"0.286";"-0.345";"9.799";"0.006";"0.002";"0.012";"56250000";"-29050000";"33900000";"243.671";"2.073";"1.71";"1";"1";"1";"0";"0";"0"
"8";"417440.71";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2952";"13371337";"64413";"13371337";"88";"13371337";"5944";"13371337";"6000";"13371337";"1";"0";"0";"-0.80206";"-0.68748";"0.63019";"0.003";"-0.023";"0.849";"0";"0";"0";"0.278";"-0.367";"9.81";"0.007";"0.003";"0.011";"56000000";"-29050000";"34000000";"243.671";"2.074";"1.707";"1";"1";"1";"0";"0";"0"
"9";"417440.82";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2951";"15636";"13371337";"78";"13371337";"294";"13371337";"7660";"13371337";"16500";"13371337";"0";"0";"-0.63019";"-0.91664";"0.05729";"0.003";"-0.023";"0.849";"0";"0";"0";"0.281";"-0.371";"9.8";"0.006";"0.001";"0.012";"56000000";"-29050000";"34000000";"243.671";"2.075";"1.707";"1";"1";"1";"0";"0";"0"
"10";"417440.94";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2951";"15636";"13371337";"13371337";"88";"13371337";"5943";"13371337";"6000";"16500";"1";"0";"0";"-0.17187";"-0.51561";"0.17187";"0.003";"-0.023";"0.849";"0";"0";"0";"0.288";"-0.365";"9.802";"0.007";"0.001";"0.011";"55950000";"-29050000";"34050000";"243.671";"2.077";"1.706";"1";"1";"1";"0";"0";"0"
"11";"417441.06";"0";"0";"0";"0";"0";"247";"0";"0";"10";"13371337";"15636";"64397";"78";"13371337";"294";"5943";"7660";"13371337";"16500";"13371337";"0";"0";"0.74477";"0.17187";"1.43225";"0.003";"-0.023";"0.849";"0";"0";"0";"0.305";"-0.352";"9.824";"0.008";"0.002";"0.011";"55900000";"-29000000";"34150000";"243.671";"2.076";"1.708";"1";"1";"1";"0";"0";"0"
"12";"417441.18";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2951";"15636";"64397";"13371337";"88";"13371337";"5943";"7660";"13371337";"16500";"1";"0";"0";"0.51561";"-0.40103";"-0.17187";"0.003";"-0.023";"0.849";"0";"0";"0";"0.301";"-0.363";"9.796";"0.007";"0.002";"0.012";"55900000";"-29000000";"34150000";"243.671";"2.075";"1.709";"1";"1";"1";"0";"0";"0"
"13";"417441.30";"0";"0";"0";"0";"0";"247";"0";"0";"10";"13371337";"15636";"64397";"78";"13371337";"294";"5943";"13371337";"6000";"13371337";"1";"0";"0";"-0.34374";"0.91664";"0.5729";"0.003";"-0.023";"0.849";"0";"0";"0";"0.286";"-0.339";"9.809";"0.006";"0";"0.011";"55850000";"-28700000";"34300000";"243.671";"2.075";"1.709";"1";"1";"1";"0";"0";"0"
"14";"417441.42";"0";"0";"0";"0";"0";"247";"0";"0";"10";"13371337";"15636";"64397";"78";"88";"294";"13371337";"7660";"6000";"16500";"1";"0";"0";"-0.17187";"0.11458";"0.5729";"0.003";"-0.023";"0.849";"0";"0";"0";"0.289";"-0.353";"9.809";"0.007";"0.001";"0.013";"55850000";"-28700000";"34300000";"243.671";"2.073";"1.709";"1";"1";"1";"0";"0";"0"
"15";"417441.53";"0";"0";"0";"0";"0";"247";"0";"0";"10";"13371337";"13371337";"64397";"78";"88";"13371337";"5943";"13371337";"6000";"13371337";"1";"0";"0";"-0.68748";"0.22916";"-0.05729";"0.003";"-0.023";"0.849";"0";"0";"0";"0.281";"-0.351";"9.798";"0.007";"0.001";"0.011";"56050000";"-28750000";"34500000";"243.671";"2.073";"1.708";"1";"1";"1";"0";"0";"0"
"16";"417441.65";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2951";"15636";"64397";"78";"88";"294";"13371337";"7660";"13371337";"16500";"1";"0";"0";"-0.68748";"0.05729";"0.17187";"0.003";"-0.023";"0.849";"0";"0";"0";"0.28";"-0.353";"9.802";"0.007";"0.002";"0.011";"56000000";"-28850000";"34600000";"243.67";"2.072";"1.708";"1";"1";"1";"0";"0";"0"
"17";"417441.77";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2951";"13371337";"64397";"13371337";"88";"13371337";"5943";"13371337";"6000";"13371337";"1";"0";"0";"0.85935";"0";"0";"0.003";"-0.023";"0.849";"0";"0";"0";"0.307";"-0.354";"9.799";"0.006";"0.002";"0.011";"56000000";"-28850000";"34600000";"243.671";"2.072";"1.709";"1";"1";"1";"0";"0";"0"
"18";"417441.89";"0";"0";"0";"0";"0";"247";"0";"0";"10";"2951";"13371337";"64404";"78";"88";"295";"5943";"13371337";"6000";"13371337";"1";"0";"0";"0.34374";"-0.40103";"-0.28645";"0.003";"-0.023";"0.849";"0";"0";"0";"0.298";"-0.362";"9.794";"0.007";"0.002";"0.01";"56100000";"-28750000";"34500000";"243.671";"2.072";"1.71";"1";"1";"1";"0";"0";"0"
"19";"417442.01";"0";"0";"0";"0";"11756";"247";"0";"0";"10";"2951";"13371337";"64404";"78";"13371337";"295";"13371337";"7660";"6000";"16500";"13371337";"0";"0";"-0.51561";"0.40103";"0.40103";"0.003";"-0.023";"0.849";"0";"0";"0";"0.283";"-0.348";"9.806";"0.006";"0.003";"0.012";"56100000";"-28750000";"34500000";"243.671";"2.071";"1.708";"1";"1";"1";"0";"0";"0"
"20";"417442.12";"0";"0";"0";"0";"0";"247";"0";"0";"10";"13371337";"15636";"64404";"78";"13371337";"295";"13371337";"7660";"6000";"16500";"13371337";"0";"0";"-0.5729";"0.85935";"0.5729";"0.003";"-0.023";"0.849";"0";"0";"0";"0.282";"-0.339";"9.809";"0.006";"0.001";"0.013";"56050000";"-28650000";"34600000";"243.671";"2.071";"1.708";"1";"1";"1";"0";"0";"0"
