"1";"349009.60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3085";"15043";"13371337";"47";"13371337";"151";"13371337";"6338";"6000";"13371337";"1";"0";"0";"0.63019";"0.45832";"15.5829";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.129";"0.305";"10.069";"0.017";"-0.01";"0.013";"14250000";"-31400000";"-35750000";"118.778";"-1.753";"0.842";"1";"1";"1";"0";"0";"0"
"2";"349009.74";"0";"0";"0";"0";"0";"190";"0";"0";"10";"13371337";"15043";"64367";"47";"13371337";"151";"2917";"13371337";"6000";"13371337";"1";"0";"0";"-0.85935";"0.28645";"15.1246";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.159";"0.301";"10.08";"0.018";"-0.01";"0.013";"14250000";"-31400000";"-35650000";"118.778";"-1.753";"0.842";"1";"1";"1";"0";"0";"0"
"3";"349009.86";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"15043";"64367";"13371337";"43";"151";"13371337";"6338";"13371337";"16500";"1";"0";"0";"0.85935";"0.05729";"15.7548";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.141";"0.304";"10.084";"0.017";"-0.008";"0.013";"14250000";"-31400000";"-35650000";"118.778";"-1.754";"0.842";"1";"1";"1";"0";"0";"0"
"4";"349009.98";"0";"0";"0";"0";"0";"190";"0";"0";"10";"13371337";"15043";"64367";"47";"43";"13371337";"2917";"13371337";"6000";"13371337";"1";"0";"0";"-0.17187";"0.22916";"16.0412";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.151";"0.296";"10.076";"0.017";"-0.009";"0.015";"14100000";"-31450000";"-35650000";"118.779";"-1.753";"0.839";"1";"1";"1";"0";"0";"0"
"5";"349010.10";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"13371337";"64367";"13371337";"43";"151";"13371337";"6338";"6000";"16500";"13371337";"0";"0";"0.45832";"-0.22916";"15.5829";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.143";"0.289";"10.063";"0.017";"-0.009";"0.015";"14100000";"-31450000";"-35650000";"118.779";"-1.753";"0.839";"1";"1";"1";"0";"0";"0"
"6";"349010.22";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"15043";"64367";"13371337";"43";"13371337";"2917";"6338";"6000";"16500";"13371337";"0";"0";"0";"-0.63019";"14.7808";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.165";"0.3";"10.078";"0.017";"-0.01";"0.013";"13950000";"-31700000";"-35600000";"118.779";"-1.752";"0.838";"1";"1";"1";"0";"0";"0"
"7";"349010.33";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"15043";"13371337";"47";"13371337";"13371337";"2917";"6338";"13371337";"16500";"1";"0";"0";"1.20309";"0";"15.6975";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.157";"0.292";"10.05";"0.017";"-0.01";"0.015";"13950000";"-31700000";"-35600000";"118.779";"-1.752";"0.838";"1";"1";"1";"0";"0";"0"
"8";"349010.45";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"13371337";"64367";"47";"43";"13371337";"2917";"6338";"13371337";"16500";"13371337";"0";"0";"1.20309";"0";"15.6975";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.162";"0.309";"10.059";"0.016";"-0.011";"0.013";"14000000";"-31650000";"-35650000";"118.779";"-1.752";"0.838";"1";"1";"1";"0";"0";"0"
"9";"349010.57";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"15045";"64375";"13371337";"43";"13371337";"2916";"13371337";"6000";"13371337";"1";"0";"0";"1.20309";"0";"15.6975";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.149";"0.294";"10.059";"0.017";"-0.01";"0.013";"14000000";"-31650000";"-35650000";"118.779";"-1.752";"0.838";"1";"1";"1";"0";"0";"0"
"10";"349010.68";"0";"0";"0";"0";"10832";"190";"0";"0";"10";"3085";"13371337";"64375";"47";"13371337";"151";"2916";"13371337";"6000";"13371337";"1";"0";"0";"0.28645";"-0.28645";"14.6089";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.155";"0.295";"10.068";"0.017";"-0.009";"0.012";"14050000";"-31800000";"-35600000";"118.778";"-1.749";"0.842";"1";"1";"1";"0";"0";"0"
"11";"349010.80";"0";"0";"0";"0";"0";"190";"0";"0";"10";"3085";"13371337";"64375";"13371337";"43";"13371337";"2916";"13371337";"6000";"16500";"13371337";"0";"0";"0.68748";"-0.22916";"15.1246";"0.001";"-0.017";"-0.861";"0";"0";"0";"0.157";"0.298";"10.079";"0.019";"-0.01";"0.014";"14050000";"-31800000";"-35600000";"118.779";"-1.748";"0.841";"1";"1";"1";"0";"0";"0"
